MachineCode; ColorMixingTime    ; BatchNumber      ; BucketQuantity; BucketNo; BasePaintCode; BasePaintName; ProductCode                    ; ProductName                    ; ColorCardCode                   ; ColorCardName; SeriesCode             ; SeriesName             ; CustomerName; Address; City    ; PhoneNo; Email; Zipcode; RGB     ; BasePaintUsedAmount; FillingVolume; UnitName; OriginalType; PaintType       ; FormulaDiscount; FormulaCreateDate  ; Remark                                               ; Barcode; Result; ResultMessage                                                                                                     ; Band; ColorantsCode1; ColorantsName1; RGB1    ; UsedAmount1; FinalUsedAmount1; ColorantsCode2; ColorantsName2; RGB2    ; UsedAmount2; FinalUsedAmount2; ColorantsCode3; ColorantsName3; RGB3    ; UsedAmount3; FinalUsedAmount3; ColorantsCode4; ColorantsName4; RGB4    ; UsedAmount4; FinalUsedAmount4; ColorantsCode5; ColorantsName5; RGB5; UsedAmount5; FinalUsedAmount5; ColorantsCode6; ColorantsName6; RGB6; UsedAmount6; FinalUsedAmount6; ColorantsCode7; ColorantsName7; RGB7; UsedAmount7; FinalUsedAmount7; ShopNumber; ShopName; ShopPhone; ShopContact; ShopPerson; ShopPersonMobile; ShopMachine
A3-HS      ; 07/15/2025 16:58:28; 20250715165828633;              1;        1; C            ; C            ; Verginia ESMALTE h2o BRILHANTE ; Verginia ESMALTE h2o BRILHANTE ; GIROFLEE JR 80-0578             ; JR 80-0578   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ;  1687793;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;       4.764;            4.764; NO            ; NO            ;        0;       0.164;            0.164; JV            ; JV            ;    59135;      84.05 ;           84.05 ; OV            ; OV            ;    42495;       0.274;            0.274;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/15/2025 16:54:32; 20250715165432425;              1;        1; C            ; C            ; Verginia ESMALTE h2o BRILHANTE ; Verginia ESMALTE h2o BRILHANTE ; TRIANGLE DES BERMUDES VB 35-2008; VB 35-2008   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ;  6183697;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;      30.061;           30.061; BA            ; BA            ; 16777215;      10.787;           10.787; NO            ; NO            ;        0;       4.326;            4.326; VR            ; VR            ;    26112;      46.597;           46.597;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/15/2025 14:25:09; 20250715142509712;              1;        1; B            ; B            ; Verginia ESMALTE h2o BRILHANTE ; Verginia ESMALTE h2o BRILHANTE ; BUILDING BV 51-0104             ; BV 51-0104   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ;  8223091;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;       9.11 ;            9.11 ; JO            ; JO            ;    39372;       0.841;            0.841; NO            ; NO            ;        0;      36.681;           36.681;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/15/2025 14:20:26; 20250715142026123;              1;        1; B            ; B            ; Verginia ESMALTE h2o BRILHANTE ; Verginia ESMALTE h2o BRILHANTE ; EMERAUDE VB 59-4106             ; VB 59-4106   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 10002432;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;       9.463;            9.463; BA            ; BA            ; 16777215;      10.683;           10.683; NO            ; NO            ;        0;       0.871;            0.871; VR            ; VR            ;    26112;      27.616;           27.616;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/15/2025 14:18:24; 20250715141824082;              1;        1; B            ; B            ; Verginia ESMALTE h2o BRILHANTE ; Verginia ESMALTE h2o BRILHANTE ; LUPIN BR 53-0835                ; BR 53-0835   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 12156005;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;       6.599;            6.599; BA            ; BA            ; 16777215;      15.812;           15.812; VI            ; VI            ;  5189455;      21.266;           21.266;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/15/2025 14:14:37; 20250715141437306;              1;        1; B            ; B            ; Verginia ESMALTE h2o BRILHANTE ; Verginia ESMALTE h2o BRILHANTE ; OR ROSE RJ 67-3520              ; RJ 67-3520   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ;  8292582;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;      14.319;           14.319; RH            ; RH            ;     9366;       1.719;            1.719; OP            ; OP            ;  3373284;       9.886;            9.886; RP            ; RP            ;      255;      14.12 ;           14.12 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/15/2025 10:54:17; 20250715105417523;              1;        1;              ;              ;                                ;                                ;                                 ;              ;                        ;                        ;             ;        ;         ;        ;      ;        ; 16711680;                0   ;        1     ; L       ;            3; DefaultPaintType;               0; 07/15/2025 10:54:17;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;       5    ;            5    ;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 17:10:35; 20250714171035506;              1;        1; A            ; A            ; Verginia ESMALTE h2o BRILHANTE ; Verginia ESMALTE h2o BRILHANTE ; CASSONADE JR 76-1423            ; JR 76-1423   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ;  9548514;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JO            ; JO            ;    39372;      15.862;           15.862; RH            ; RH            ;     9366;       2.329;            2.329; NO            ; NO            ;        0;       0.102;            0.102;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 17:08:51; 20250714170851886;              1;        1; A            ; A            ; Verginia ESMALTE h2o BRILHANTE ; Verginia ESMALTE h2o BRILHANTE ; FICELLE JR 76-0011              ; JR 76-0011   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 10795458;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JO            ; JO            ;    39372;       7.855;            7.855; RH            ; RH            ;     9366;       0.238;            0.238; NO            ; NO            ;        0;       4.267;            4.267;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 17:06:49; 20250714170649642;              1;        1; A            ; A            ; Verginia ESMALTE h2o BRILHANTE ; Verginia ESMALTE h2o BRILHANTE ; VERT TILLEUL VJ 81-2820         ; VJ 81-2820   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 10737823;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JO            ; JO            ;    39372;       1.241;            1.241; JP            ; JP            ;    56575;      15.148;           15.148; VR            ; VR            ;    26112;       3.758;            3.758;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 17:04:57; 20250714170457633;              1;        1; A            ; A            ; Verginia ESMALTE h2o BRILHANTE ; Verginia ESMALTE h2o BRILHANTE ; PERVENCHE BR 68-0327            ; BR 68-0327   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 14067341;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;       3.044;            3.044; NO            ; NO            ;        0;       0.119;            0.119; VI            ; VI            ;  5189455;       7.634;            7.634;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 17:03:26; 20250714170326377;              1;        1; A            ; A            ; Verginia ESMALTE h2o BRILHANTE ; Verginia ESMALTE h2o BRILHANTE ; COLCHIQUE RB 72-2313            ; RB 72-2313   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 13017807;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; RH            ; RH            ;     9366;       0.255;            0.255; NO            ; NO            ;        0;       1.071;            1.071; MA            ; MA            ;  1513356;       6.852;            6.852;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 17:01:54; 20250714170154651;              1;        1; A            ; A            ; Verginia ESMALTE h2o BRILHANTE ; Verginia ESMALTE h2o BRILHANTE ; POUSSE DE BAMBOU JV 87-1333     ; JV 87-1333   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 10149847;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JO            ; JO            ;    39372;       2.278;            2.278; JP            ; JP            ;    56575;      22.544;           22.544; VR            ; VR            ;    26112;       0.51 ;            0.51 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 16:58:54; 20250714165854147;              1;        1; A            ; A            ; Verginia ESMALTE h2o BRILHANTE ; Verginia ESMALTE h2o BRILHANTE ; AQUA VB 88-0803                 ; VB 88-0803   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 14737866;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;       0.128;            0.128; NO            ; NO            ;        0;       0.431;            0.431; VR            ; VR            ;    26112;       0.406;            0.406;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 16:18:17; 20250714161817336;              1;        1; A            ; A            ; Verginia ESMALTE h2o BRILHANTE ; Verginia ESMALTE h2o BRILHANTE ; GRES DE CORSE JR 75-1419        ; JR 75-1419   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ;  9744350;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JO            ; JO            ;    39372;      11.636;           11.636; RH            ; RH            ;     9366;       2.722;            2.722; NO            ; NO            ;        0;       0.17 ;            0.17 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 12:01:35; 20250714120135593;              1;        1; A            ; A            ; Verginia TINTA MURO            ; Verginia TINTA MURO            ; RAPHIA JR 87-0422               ; JR 87-0422   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 11589618;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JO            ; JO            ;    39372;       5.373;            5.373; NO            ; NO            ;        0;       0.071;            0.071;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 11:59:32; 20250714115932968;              1;        1; A            ; A            ; Verginia TINTA MURO            ; Verginia TINTA MURO            ; TOURTEAU JR 73-1622             ; JR 73-1622   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ;  9152731;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JO            ; JO            ;    39372;      14.391;           14.391; RH            ; RH            ;     9366;       3.144;            3.144; NO            ; NO            ;        0;       0.172;            0.172;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 11:55:35; 20250714115535721;              1;        1; A            ; A            ; Verginia TINTA MURO            ; Verginia TINTA MURO            ; CREME AMANDIER RJ 88-1104       ; RJ 88-1104   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 13817077;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; RH            ; RH            ;     9366;       0.271;            0.271; RP            ; RP            ;      255;       0.644;            0.644;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 11:50:57; 20250714115057066;              1;        1; A            ; A            ; Verginia TINTA MURO            ; Verginia TINTA MURO            ; GRIS DU GABON BV 73-0104        ; BV 73-0104   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 12039084;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;       0.076;            0.076; NO            ; NO            ;        0;       7.146;            7.146; VI            ; VI            ;  5189455;       0.066;            0.066;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 11:48:38; 20250714114838818;              1;        1; A            ; A            ; Verginia TINTA MURO            ; Verginia TINTA MURO            ; THALASSO VB 74-2911             ; VB 74-2911   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 13223261;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;       3.887;            3.887; NO            ; NO            ;        0;       0.172;            0.172; VR            ; VR            ;    26112;       5.274;            5.274;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 11:45:09; 20250714114509971;              1;        1; A            ; A            ; Verginia TINTA MURO            ; Verginia TINTA MURO            ; PASTEL BV 74-0323               ; BV 74-0323   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 14531222;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;       2.129;            2.129; NO            ; NO            ;        0;       0.257;            0.257; VI            ; VI            ;  5189455;       2.487;            2.487;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 11:43:12; 20250714114312315;              1;        1; A            ; A            ; Verginia TINTA MURO            ; Verginia TINTA MURO            ; PAVOT RB 77-2206                ; RB 77-2206   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 13152481;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; RH            ; RH            ;     9366;       0.643;            0.643; NO            ; NO            ;        0;       0.071;            0.071; MA            ; MA            ;  1513356;       3.011;            3.011;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 11:40:21; 20250714114021084;              1;        1; A            ; A            ; Verginia TINTA MURO            ; Verginia TINTA MURO            ; PINK FOLK JR 90-0711            ; JR 90-0711   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 13360377;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; RH            ; RH            ;     9366;       0.1  ;            0.1  ; OP            ; OP            ;  3373284;       1.643;            1.643;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 11:05:32; 20250714110532859;              1;        1; A            ; A            ; Verginia STANDARD Fosco        ; Verginia STANDARD Fosco        ; FLEUR DE VANILLE JV 93-0230     ; JV 93-0230   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 11594492;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; OP            ; OP            ;  3373284;       0.892;            0.892; JP            ; JP            ;    56575;       9.535;            9.535;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 10:59:27; 20250714105927898;              1;        1; A            ; A            ; Verginia STANDARD Fosco        ; Verginia STANDARD Fosco        ; PIERRE DE CARCASSONE JR 78-0717 ; JR 78-0717   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 10402778;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JO            ; JO            ;    39372;      10.853;           10.853; RH            ; RH            ;     9366;       1.12 ;            1.12 ; NO            ; NO            ;        0;       1.225;            1.225;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 10:54:50; 20250714105450371;              1;        1; A            ; A            ; Verginia STANDARD Fosco        ; Verginia STANDARD Fosco        ; CUIR ROSE RJ 75-2112            ; RJ 75-2112   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 10660582;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; RH            ; RH            ;     9366;       2.432;            2.432; OP            ; OP            ;  3373284;       4.951;            4.951; RP            ; RP            ;      255;       3.184;            3.184;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 10:51:29; 20250714105129763;              1;        1; A            ; A            ; Verginia STANDARD Fosco        ; Verginia STANDARD Fosco        ; MER DU NORD VB 75-2014          ; VB 75-2014   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 13747319;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;       4.426;            4.426; NO            ; NO            ;        0;       1.137;            1.137; VR            ; VR            ;    26112;       2.345;            2.345;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 10:47:38; 20250714104738244;              1;        1; A            ; A            ; Verginia STANDARD Fosco        ; Verginia STANDARD Fosco        ; KRILL JR 80-2025                ; JR 80-2025   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 10009083;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; RH            ; RH            ;     9366;       0.612;            0.612; OP            ; OP            ;  3373284;      19.891;           19.891; RP            ; RP            ;      255;       0.532;            0.532;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 10:27:49; 20250714102749663;              1;        1; A            ; A            ; Verginia STANDARD Fosco        ; Verginia STANDARD Fosco        ; CITRONNADE JV 91-1034           ; JV 91-1034   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 10676971;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; JP            ; JP            ;    56575;      16.289;           16.289; VR            ; VR            ;    26112;       0.094;            0.094;               ;               ;         ;            ;                 ;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 10:20:03; 20250714102003225;              1;        1; A            ; A            ; Verginia STANDARD Fosco        ; Verginia STANDARD Fosco        ; IRIS MAUVE RB 65-2615           ; RB 65-2615   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 12095423;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; RH            ; RH            ;     9366;       0.262;            0.262; NO            ; NO            ;        0;       2.694;            2.694; MA            ; MA            ;  1513356;      13.663;           13.663;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/14/2025 10:13:20; 20250714101320584;              1;        1; A            ; A            ; Verginia STANDARD Fosco        ; Verginia STANDARD Fosco        ; MYOSOTIS BV 78-0317             ; BV 78-0317   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ; 14533288;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;       1.285;            1.285; NO            ; NO            ;        0;       0.647;            0.647; VI            ; VI            ;  5189455;       1.907;            1.907;               ;               ;         ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/11/2025 08:43:07; 20250711084307444;              1;        1; C            ; C            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; GITANE BV 41-0834               ; BV 41-0834   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ;  9922304;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BE            ; BE            ; 10485760;      53.962;           53.962; BA            ; BA            ; 16777215;      28.23 ;           28.23 ; NO            ; NO            ;        0;       3.449;            3.449; VI            ; VI            ;  5189455;       3.248;            3.248;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/11/2025 08:37:27; 20250711083727613;              1;        1; C            ; C            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; EPICEA VJ 34-2203               ; VJ 34-2203   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ;  4938272;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;       3.274;            3.274; JO            ; JO            ;    39372;       8.346;            8.346; NO            ; NO            ;        0;       1.095;            1.095; VR            ; VR            ;    26112;      76.173;           76.173;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
A3-HS      ; 07/11/2025 08:34:01; 20250711083401004;              1;        1; C            ; C            ; Verginia EMBORRACHADO          ; Verginia EMBORRACHADO          ; MAUVE BR 38-1823                ; BR 38-1823   ; VERGINIA Phenix        ; VERGINIA Phenix        ;             ;        ;         ;        ;      ;        ;  8278373;              800   ;        0.8   ; L       ;            1; DefaultPaintType;               0; 06/26/2025 00:00:00;                                                      ;        ; 0     ;                                                                                                                   ;     ; BA            ; BA            ; 16777215;      31.554;           31.554; NO            ; NO            ;        0;       6.024;            6.024; VI            ; VI            ;  5189455;      29.947;           29.947; MA            ; MA            ;  1513356;      21.363;           21.363;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;               ;               ;     ;            ;                 ;           ;         ;          ;            ;           ;                 ; 2507070A3HS008
